Pediatric Oncologic Assessment,,,,,,,,,,,,,,,,,
Pediatric Oncologic Diagnostics,,,,,,,,,,,,,,,,,
Pediatric Oncologic Imaging Interpretation,,,,,,,,,,,,,,,,,
Pediatric Oncologic Surgery,,,,,,,,,,,,,,,,,
Pediatric Oncology,,,,,,,,,,,,,,,,,
Pediatric Oncology and Hematology,,,,,,,,,,,,,,,,,
Pediatric Oncology Support,,,,,,,,,,,,,,,,,
Pediatric Oncology Surgery,,,,,,,,,,,,,,,,,
Pediatric Ophthalmic Examination,,,,,,,,,,,,,,,,,
Pediatric Ophthalmology,,,,,,,,,,,,,,,,,
Pediatric Orbital Disorders Evaluation,,,,,,,,,,,,,,,,,
Pediatric Orbital Surgery,,,,,,,,,,,,,,,,,
Pediatric Organ Transplantation,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Imaging Interpretation,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Oncology,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Pain Management,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Rehabilitation,,,,,,,,,,,,,,,,,
Pediatric Orthopedics,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Surgical Techniques,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Trauma Management,,,,,,,,,,,,,,,,,
Pediatric Orthopedic Tumor Management,,,,,,,,,,,,,,,,,
Pediatric Osteoporosis and Metabolic Bone Disorders,,,,,,,,,,,,,,,,,
Pediatric Otologic Surgery,,,,,,,,,,,,,,,,,
Pediatric Otology,,,,,,,,,,,,,,,,,
Pediatric Otoscopy,,,,,,,,,,,,,,,,,
Pediatric Otoscopy and Audiology,,,,,,,,,,,,,,,,,
Pediatric Pain Assessment,,,,,,,,,,,,,,,,,
Pediatric Pain Management,,,,,,,,,,,,,,,,,
Pediatric Palliative Care,,,,,,,,,,,,,,,,,
Pediatric Palliative Care Consultation,,,,,,,,,,,,,,,,,
Pediatric Pancreatology,,,,,,,,,,,,,,,,,
Pediatric Patient and Family Education,,,,,,,,,,,,,,,,,
Pediatric Patient Communication,,,,,,,,,,,,,,,,,
Pediatric Patient History Taking,,,,,,,,,,,,,,,,,
Pediatric Peripheral Vascular Surgery,,,,,,,,,,,,,,,,,
Pediatric PET Imaging,,,,,,,,,,,,,,,,,
Pediatric Pharmacology,,,,,,,,,,,,,,,,,
Pediatric Physical Examination,,,,,,,,,,,,,,,,,
Pediatric Physical Therapy,,,,,,,,,,,,,,,,,
Pediatric Plastic and Reconstructive Surgery,,,,,,,,,,,,,,,,,
Pediatric Plastic Surgery,,,,,,,,,,,,,,,,,
Pediatric Pleural Disease Management,,,,,,,,,,,,,,,,,
Pediatric Post operative Care,,,,,,,,,,,,,,,,,
Pediatric Procedural Sedation,,,,,,,,,,,,,,,,,
Pediatric Psoriasis Treatment,,,,,,,,,,,,,,,,,
Pediatric Psoriatic Arthritis,,,,,,,,,,,,,,,,,
Pediatric Psychology,,,,,,,,,,,,,,,,,
Pediatric Psychopharmacology,,,,,,,,,,,,,,,,,
Pediatric Pulmonary Function Testing,,,,,,,,,,,,,,,,,
Pediatric Pulmonary Hypertension Management,,,,,,,,,,,,,,,,,
Pediatric Pulmonary Rehabilitation,,,,,,,,,,,,,,,,,
Pediatric Pulmonary Sleep Disorders,,,,,,,,,,,,,,,,,
Pediatric Pulmonology,,,,,,,,,,,,,,,,,
Pediatric Radiation Oncology,,,,,,,,,,,,,,,,,
Pediatric Radiation Safety,,,,,,,,,,,,,,,,,
Pediatric Radiation Therapy Planning,,,,,,,,,,,,,,,,,
Pediatric Radiology Imaging Techniques,,,,,,,,,,,,,,,,,
Pediatric Radiology Quality Assurance,,,,,,,,,,,,,,,,,
Pediatric Radiology,,,,,,,,,,,,,,,,,
Pediatric Reconstructive Surgery,,,,,,,,,,,,,,,,,
Pediatric Reconstructive Urology,,,,,,,,,,,,,,,,,
Pediatric Refractive Surgery,,,,,,,,,,,,,,,,,
Pediatric Renal Biopsy,,,,,,,,,,,,,,,,,
Pediatric Renal Replacement Therapy,,,,,,,,,,,,,,,,,
Pediatric Renal Transplantation,,,,,,,,,,,,,,,,,
Pediatric Resuscitation,,,,,,,,,,,,,,,,,
Pediatric Retina Surgery,,,,,,,,,,,,,,,,,
Pediatric Rheumatology,,,,,,,,,,,,,,,,,
Pediatric Rhinologic Surgery,,,,,,,,,,,,,,,,,
Pediatric Rhinology,,,,,,,,,,,,,,,,,
Pediatric Rhinoplasty,,,,,,,,,,,,,,,,,
Pediatric Robotic Surgery Techniques,,,,,,,,,,,,,,,,,
Pediatric Salivary Gland Surgery,,,,,,,,,,,,,,,,,
Pediatric Sedation and Analgesia,,,,,,,,,,,,,,,,,
Pediatric Sedation and Anesthesia,,,,,,,,,,,,,,,,,
Pediatric Sepsis Management,,,,,,,,,,,,,,,,,
Pediatric Sinus Surgery,,,,,,,,,,,,,,,,,
Pediatric Sjogrens Syndrome,,,,,,,,,,,,,,,,,
Pediatric Skin Conditions Diagnosis and Management,,,,,,,,,,,,,,,,,
Pediatric Skin Examination,,,,,,,,,,,,,,,,,
Pediatric Skin Grafting,,,,,,,,,,,,,,,,,
Pediatric Sleep Apnea and Snoring,,,,,,,,,,,,,,,,,
Pediatric Sleep Apnea Evaluation and Management,,,,,,,,,,,,,,,,,
Pediatric Sleep Apnea Treatment,,,,,,,,,,,,,,,,,
Pediatric Sleep Disorder Evaluation and Management,,,,,,,,,,,,,,,,,
Pediatric Sleep Disorders Management,,,,,,,,,,,,,,,,,
Pediatric Sleep Medicine,,,,,,,,,,,,,,,,,
Pediatric Speech and Language Development,,,,,,,,,,,,,,,,,
Pediatric Spine Disorders,,,,,,,,,,,,,,,,,
Pediatric Spine Surgery,,,,,,,,,,,,,,,,,
Pediatric Spondyloarthropathies,,,,,,,,,,,,,,,,,
Pediatric Sports Injuries,,,,,,,,,,,,,,,,,
Pediatric Sports Injury Treatment,,,,,,,,,,,,,,,,,
Pediatric Sports Medicine,,,,,,,,,,,,,,,,,
Pediatric Stone Disease Management,,,,,,,,,,,,,,,,,
Pediatric Stone Management,,,,,,,,,,,,,,,,,
Pediatric Strabismus Evaluation and Management,,,,,,,,,,,,,,,,,
Pediatric Stroke and Vascular Disorders,,,,,,,,,,,,,,,,,
Pediatric Surgery,,,,,,,,,,,,,,,,,
Pediatric Surgical Consultation,,,,,,,,,,,,,,,,,
Pediatric Surgical Emergency Care,,,,,,,,,,,,,,,,,
Pediatric Surgical Endoscopy,,,,,,,,,,,,,,,,,
Pediatric Surgical Evaluation and Assessment,,,,,,,,,,,,,,,,,
Pediatric Surgical Nutrition Support,,,,,,,,,,,,,,,,,
Pediatric Surgical Oncology,,,,,,,,,,,,,,,,,
Pediatric Surgical Oncology Evaluation and Management,,,,,,,,,,,,,,,,,
Pediatric Surgical Research,,,,,,,,,,,,,,,,,
Pediatric Surgical Research and Innovation,,,,,,,,,,,,,,,,,
Pediatric Thoracic Surgery,,,,,,,,,,,,,,,,,
Pediatric Thoracoscopy,,,,,,,,,,,,,,,,,
Pediatric Thyroid Disease Management,,,,,,,,,,,,,,,,,
Pediatric Tonsillectomy and Adenoidectomy,,,,,,,,,,,,,,,,,
Pediatric Tracheal Surgery,,,,,,,,,,,,,,,,,
Pediatric Tracheostomy,,,,,,,,,,,,,,,,,
Pediatric Tracheostomy Care,,,,,,,,,,,,,,,,,
Pediatric Tracheostomy Management,,,,,,,,,,,,,,,,,
Pediatric Transplant Surgery,,,,,,,,,,,,,,,,,
Pediatric Transport Medicine,,,,,,,,,,,,,,,,,
Pediatric Trauma and Emergencies in Otolaryngology,,,,,,,,,,,,,,,,,
Pediatric Trauma Assessment and Management,,,,,,,,,,,,,,,,,
Pediatric Trauma Care,,,,,,,,,,,,,,,,,
Pediatric Trauma Imaging,,,,,,,,,,,,,,,,,
Pediatric Trauma Management,,,,,,,,,,,,,,,,,
Pediatric Trauma Resuscitation,,,,,,,,,,,,,,,,,
Pediatric Trauma Surgery,,,,,,,,,,,,,,,,,
Pediatric Tumor Diagnosis,,,,,,,,,,,,,,,,,
Pediatric Tumor Pathology,,,,,,,,,,,,,,,,,
Pediatric Tumor Removal,,,,,,,,,,,,,,,,,
Pediatric Tumor Resection,,,,,,,,,,,,,,,,,
Pediatric Ultrasound,,,,,,,,,,,,,,,,,
Pediatric Urgent Care,,,,,,,,,,,,,,,,,
Pediatric Urodynamics,,,,,,,,,,,,,,,,,
Pediatric Urological Assessment,,,,,,,,,,,,,,,,,
Pediatric Urological Surgery,,,,,,,,,,,,,,,,,
Pediatric Urology,,,,,,,,,,,,,,,,,
Pediatric Urology Assessment,,,,,,,,,,,,,,,,,
Pediatric Urology Procedures,,,,,,,,,,,,,,,,,
Pediatric Uveitis Evaluation and Treatment,,,,,,,,,,,,,,,,,
Pediatric Vascular Access,,,,,,,,,,,,,,,,,
Pediatric Vascular Malformation Treatment,,,,,,,,,,,,,,,,,
Pediatric Vascular Surgery,,,,,,,,,,,,,,,,,
Pediatric Vascular Trauma Management,,,,,,,,,,,,,,,,,
Pediatric Vascular Ultrasound,,,,,,,,,,,,,,,,,
Pediatric Voice and Swallowing Disorders Evaluation,,,,,,,,,,,,,,,,,
Pediatric Wound Care,,,,,,,,,,,,,,,,,
Pedigree Analysis,,,,,,,,,,,,,,,,,
Pedigree Construction and Analysis,,,,,,,,,,,,,,,,,
Pelvic and Acetabular Fracture Management,,,,,,,,,,,,,,,,,
Pelvic and Paraaortic Lymphadenectomy,,,,,,,,,,,,,,,,,
Pelvic Examination,,,,,,,,,,,,,,,,,
Pelvic Floor Anatomy and Function,,,,,,,,,,,,,,,,,
Pelvic Floor Assessment,,,,,,,,,,,,,,,,,
Pelvic Floor Dysfunction Assessment,,,,,,,,,,,,,,,,,
Pelvic Floor Dysfunction Diagnosis,,,,,,,,,,,,,,,,,
Pelvic Floor Dysfunction Evaluation,,,,,,,,,,,,,,,,,
Pelvic Floor Dysfunction Management,,,,,,,,,,,,,,,,,
Pelvic Floor Muscle Training,,,,,,,,,,,,,,,,,
Pelvic Floor Physical Therapy,,,,,,,,,,,,,,,,,
Pelvic Floor Reconstruction,,,,,,,,,,,,,,,,,
Pelvic Floor Rehabilitation,,,,,,,,,,,,,,,,,
Pelvic Floor Surgery,,,,,,,,,,,,,,,,,
Pelvic Floor Therapy,,,,,,,,,,,,,,,,,
Pelvic Health Assessment,,,,,,,,,,,,,,,,,
Pelvic Lymph Node Dissection,,,,,,,,,,,,,,,,,
Pelvic MRI,,,,,,,,,,,,,,,,,
Pelvic Organ Prolapse Evaluation,,,,,,,,,,,,,,,,,
Pelvic Organ Prolapse Repair,,,,,,,,,,,,,,,,,
Pelvic Organ Prolapse Treatment,,,,,,,,,,,,,,,,,
Pelvic Packing,,,,,,,,,,,,,,,,,
Pelvic Pain Evaluation,,,,,,,,,,,,,,,,,
Pelvic Pain Evaluation and Treatment,,,,,,,,,,,,,,,,,
Penile Cancer Diagnosis and Treatment,,,,,,,,,,,,,,,,,
Penile Cancer Management,,,,,,,,,,,,,,,,,
Penile Cancer Surgery,,,,,,,,,,,,,,,,,
Penile Doppler Ultrasound,,,,,,,,,,,,,,,,,
Penile Implant Surgery,,,,,,,,,,,,,,,,,
Penile Prosthesis Implantation,,,,,,,,,,,,,,,,,
Penile Prosthesis Insertion,,,,,,,,,,,,,,,,,
Penile Prosthesis Surgery,,,,,,,,,,,,,,,,,
Penile Reconstruction Surgery,,,,,,,,,,,,,,,,,
Penile Surgery,,,,,,,,,,,,,,,,,
Penile Trauma Management,,,,,,,,,,,,,,,,,
Peptic Ulcer Disease Treatment,,,,,,,,,,,,,,,,,
Peptic Ulcer Surgery,,,,,,,,,,,,,,,,,
Peptide Receptor Radionuclide Therapy PRRT,,,,,,,,,,,,,,,,,
Peptide Sequencing,,,,,,,,,,,,,,,,,
Percutaneous Biopsy Techniques,,,,,,,,,,,,,,,,,
Percutaneous Endoscopic Gastrostomy PEG,,,,,,,,,,,,,,,,,
Percutaneous Nephrolithotomy PCNL,,,,,,,,,,,,,,,,,
Percutaneous Renal Biopsy,,,,,,,,,,,,,,,,,
Percutaneous Transhepatic Cholangiography,,,,,,,,,,,,,,,,,
Percutaneous Vertebroplasty,,,,,,,,,,,,,,,,,
Perforated Ulcer Repair,,,,,,,,,,,,,,,,,
Perforator Flap Surgery,,,,,,,,,,,,,,,,,
Performance Analysis,,,,,,,,,,,,,,,,,
Performance Enhancement Strategies,,,,,,,,,,,,,,,,,
Performance Evaluation,,,,,,,,,,,,,,,,,
Performance Improvement,,,,,,,,,,,,,,,,,
Performance Improvement Plans,,,,,,,,,,,,,,,,,
Performance Management,,,,,,,,,,,,,,,,,
Performance Management and Evaluation,,,,,,,,,,,,,,,,,
Performance Measurement,,,,,,,,,,,,,,,,,
Performance Metrics,,,,,,,,,,,,,,,,,
Performance Metrics Development,,,,,,,,,,,,,,,,,
Performance Metrics Evaluation,,,,,,,,,,,,,,,,,
Performance Metrics Monitoring,,,,,,,,,,,,,,,,,
Performance Metrics Tracking,,,,,,,,,,,,,,,,,
Performance Monitoring,,,,,,,,,,,,,,,,,
Perianal Fistula Repair,,,,,,,,,,,,,,,,,
Pericardial Surgery,,,,,,,,,,,,,,,,,
Pericardial Window,,,,,,,,,,,,,,,,,
Pericardiocentesis,,,,,,,,,,,,,,,,,
Perimetry Visual Field Testing,,,,,,,,,,,,,,,,,
Perinatal Infectious Disease Management,,,,,,,,,,,,,,,,,
Periodic Fever Syndromes,,,,,,,,,,,,,,,,,
Perioperative Care,,,,,,,,,,,,,,,,,
Perioperative Care of Transplant Patients,,,,,,,,,,,,,,,,,
Perioperative Coagulation Management,,,,,,,,,,,,,,,,,
Perioperative Fetal Monitoring,,,,,,,,,,,,,,,,,
Perioperative Hemostasis Management,,,,,,,,,,,,,,,,,
Perioperative Liver Care,,,,,,,,,,,,,,,,,
Perioperative Management,,,,,,,,,,,,,,,,,
Perioperative Management of Nephrology Patients,,,,,,,,,,,,,,,,,
Perioperative Management of Rheumatologic Patients,,,,,,,,,,,,,,,,,
Perioperative Medicine,,,,,,,,,,,,,,,,,
Perioperative Pain Management,,,,,,,,,,,,,,,,,
Peripheral Artery Disease PAD Management,,,,,,,,,,,,,,,,,
Peripheral Blood Analysis,,,,,,,,,,,,,,,,,
Peripheral Blood Stem Cell Collection,,,,,,,,,,,,,,,,,
Peripheral Blood Stem Cell Harvesting,,,,,,,,,,,,,,,,,
Peripheral IV Insertion,,,,,,,,,,,,,,,,,
Peripheral Nerve Blocks,,,,,,,,,,,,,,,,,
Peripheral Nerve Evaluation,,,,,,,,,,,,,,,,,
Peripheral Nerve Examination,,,,,,,,,,,,,,,,,
Peripheral Nerve Stimulation,,,,,,,,,,,,,,,,,
Peripheral Nerve Surgery,,,,,,,,,,,,,,,,,
Peripheral Nerve Surgery for Foot and Ankle,,,,,,,,,,,,,,,,,
Peripheral Neuropathy Diagnosis,,,,,,,,,,,,,,,,,
Peripheral Neuropathy Evaluation,,,,,,,,,,,,,,,,,
Peripheral Vascular Disease Management,,,,,,,,,,,,,,,,,
Peripheral Vascular Disease Treatment,,,,,,,,,,,,,,,,,
Peritoneal Biopsy,,,,,,,,,,,,,,,,,
Peritoneal Cancer Surgery,,,,,,,,,,,,,,,,,
Peritoneal Dialysis,,,,,,,,,,,,,,,,,
Peritoneal Dialysis Pharmacotherapy,,,,,,,,,,,,,,,,,
Peritoneal Dialysis Techniques,,,,,,,,,,,,,,,,,
Peritonectomy Procedures,,,,,,,,,,,,,,,,,
Peritonitis Treatment,,,,,,,,,,,,,,,,,
Personal Protective Equipment Management,,,,,,,,,,,,,,,,,
Personality Assessment,,,,,,,,,,,,,,,,,
Personalized Cancer Therapy,,,,,,,,,,,,,,,,,
Personalized Hormone Treatment Planning,,,,,,,,,,,,,,,,,
Personalized Immunotherapy Plans,,,,,,,,,,,,,,,,,
Personalized Medicine,,,,,,,,,,,,,,,,,
Personalized Medicine Development,,,,,,,,,,,,,,,,,
Personalized Nutrition Plans,,,,,,,,,,,,,,,,,
Personalized Treatment Planning,,,,,,,,,,,,,,,,,
Personnel Management,,,,,,,,,,,,,,,,,
PET Imaging,,,,,,,,,,,,,,,,,
PET Positron Emission Tomography Imaging,,,,,,,,,,,,,,,,,
PET Radiopharmaceuticals Preparation,,,,,,,,,,,,,,,,,
PET Scan Image Interpretation,,,,,,,,,,,,,,,,,
PET Scan Safety Protocols,,,,,,,,,,,,,,,,,
PET CT Fusion,,,,,,,,,,,,,,,,,
PET CT Fusion Imaging,,,,,,,,,,,,,,,,,
PET CT Imaging,,,,,,,,,,,,,,,,,
PET CT Operation,,,,,,,,,,,,,,,,,
PET CT Reading,,,,,,,,,,,,,,,,,
PET CT Scan Interpretation,,,,,,,,,,,,,,,,,
Peyronies Disease Treatment,,,,,,,,,,,,,,,,,
pH Monitoring,,,,,,,,,,,,,,,,,
Phaco surgeon,,,,,,,,,,,,,,,,,
Phacoemulsification Surgical Techniques,,,,,,,,,,,,,,,,,
Phalloplasty,,,,,,,,,,,,,,,,,
Pharmacodynamics,,,,,,,,,,,,,,,,,
Pharmacodynamics in Renal Dysfunction,,,,,,,,,,,,,,,,,
Pharmacodynamics Interpretation,,,,,,,,,,,,,,,,,
Pharmacogenetics,,,,,,,,,,,,,,,,,
Pharmacogenomics,,,,,,,,,,,,,,,,,
Pharmacogenomics in Pediatrics,,,,,,,,,,,,,,,,,
Pharmacokinetics,,,,,,,,,,,,,,,,,
Pharmacokinetics Analysis,,,,,,,,,,,,,,,,,
Pharmacokinetics in Renal Disease,,,,,,,,,,,,,,,,,
Pharmacokinetics in Renal Failure,,,,,,,,,,,,,,,,,
Pharmacokinetics of Radiopharmaceuticals,,,,,,,,,,,,,,,,,
Pharmacokinetics of Radiotracers,,,,,,,,,,,,,,,,,
Pharmacologic Challenges,,,,,,,,,,,,,,,,,
Pharmacologic Interventions,,,,,,,,,,,,,,,,,
Pharmacologic Management,,,,,,,,,,,,,,,,,
Pharmacologic Pain Management,,,,,,,,,,,,,,,,,
Pharmacologic Pain Treatment,,,,,,,,,,,,,,,,,
Pharmacologic Therapy Management,,,,,,,,,,,,,,,,,
Pharmacologic Treatment,,,,,,,,,,,,,,,,,
Pharmacologic Treatment for Motility Disorders,,,,,,,,,,,,,,,,,
Pharmacologic Treatment of Neuromuscular Disorders,,,,,,,,,,,,,,,,,
Pharmacologic Treatment of Sleep Disorders,,,,,,,,,,,,,,,,,
Pharmacological Management of Cardiac Conditions,,,,,,,,,,,,,,,,,
Pharmacological Management of Movement Disorders,,,,,,,,,,,,,,,,,
Pharmacological Testing,,,,,,,,,,,,,,,,,
Pharmacological Treatment Adjustments,,,,,,,,,,,,,,,,,
Pharmacological Treatment of ILD,,,,,,,,,,,,,,,,,
Pharmacology,,,,,,,,,,,,,,,,,
Pharmacotherapy,,,,,,,,,,,,,,,,,
Pharmacotherapy for Lipid Disorders,,,,,,,,,,,,,,,,,
Pharmacotherapy for Obesity,,,,,,,,,,,,,,,,,
Pharmacotherapy for PCOS,,,,,,,,,,,,,,,,,
Pharmacotherapy for Sleep Disorders,,,,,,,,,,,,,,,,,
Pharmacotherapy in Diabetes,,,,,,,,,,,,,,,,,
Pharmacotherapy in Respiratory Care,,,,,,,,,,,,,,,,,
Pharmacotherapy Management,,,,,,,,,,,,,,,,,
Pharmacotherapy Optimization,,,,,,,,,,,,,,,,,
Pharyngeal Manometry,,,,,,,,,,,,,,,,,
Pharyngeal Surgery,,,,,,,,,,,,,,,,,
Pharyngectomy,,,,,,,,,,,,,,,,,
Pheochromocytoma Management,,,,,,,,,,,,,,,,,
Phlebectomy,,,,,,,,,,,,,,,,,
Phlebotomy,,,,,,,,,,,,,,,,,
Phonomicrosurgery,,,,,,,,,,,,,,,,,
Phosphate Imbalance Management,,,,,,,,,,,,,,,,,
Phosphorus Management,,,,,,,,,,,,,,,,,
Photodynamic Therapy,,,,,,,,,,,,,,,,,
Photopatch Testing,,,,,,,,,,,,,,,,,
Phototherapy,,,,,,,,,,,,,,,,,
Phototherapy for Skin Disorders,,,,,,,,,,,,,,,,,
Phototherapy UVB Narrowband UVB,,,,,,,,,,,,,,,,,
Phototherapy UVB PUVA,,,,,,,,,,,,,,,,,
Phylogenetic Analysis,,,,,,,,,,,,,,,,,
Phylogenetics,,,,,,,,,,,,,,,,,
Physical Activity Counseling,,,,,,,,,,,,,,,,,
Physical Activity Counseling for Diabetes,,,,,,,,,,,,,,,,,
Physical Activity Prescription,,,,,,,,,,,,,,,,,
Physical Activity Promotion,,,,,,,,,,,,,,,,,
Physical Examination,,,,,,,,,,,,,,,,,
Physical Examination for Allergic Conditions,,,,,,,,,,,,,,,,,
Physical Examination for Diabetes Complications,,,,,,,,,,,,,,,,,
Physical Examination for Pain Diagnosis,,,,,,,,,,,,,,,,,
Physical Examination including pelvic and breast exams,,,,,,,,,,,,,,,,,
Physical Examination of Infants and Children,,,,,,,,,,,,,,,,,
Physical Examination of Joints,,,,,,,,,,,,,,,,,
Physical Examination of Pediatric Patients,,,,,,,,,,,,,,,,,
Physical Examination of Skin and Nails,,,,,,,,,,,,,,,,,
Physical Rehabilitation,,,,,,,,,,,,,,,,,
Physical Therapy,,,,,,,,,,,,,,,,,
Physical Therapy Coordination,,,,,,,,,,,,,,,,,
Physical Therapy for Pain,,,,,,,,,,,,,,,,,
Physical Therapy Prescription,,,,,,,,,,,,,,,,,
Physical Therapy Techniques,,,,,,,,,,,,,,,,,
Physician Credentialing,,,,,,,,,,,,,,,,,
Pillar Procedure,,,,,,,,,,,,,,,,,
Pilonidal Cyst Removal,,,,,,,,,,,,,,,,,
Pituitary Disorder Management,,,,,,,,,,,,,,,,,
Pituitary Disorder Treatment,,,,,,,,,,,,,,,,,
Pituitary Disorders in Children,,,,,,,,,,,,,,,,,
Pituitary Function Assessment,,,,,,,,,,,,,,,,,
Pituitary Function Testing and Interpretation,,,,,,,,,,,,,,,,,
Pituitary Gland Disorder Management,,,,,,,,,,,,,,,,,
Pituitary Gland Disorder Treatment,,,,,,,,,,,,,,,,,
Pituitary Surgery,,,,,,,,,,,,,,,,,
Pituitary Tumor Management,,,,,,,,,,,,,,,,,
Placental Surgery,,,,,,,,,,,,,,,,,
Plantar Fascia Release,,,,,,,,,,,,,,,,,
Plasma Exchange,,,,,,,,,,,,,,,,,
Plasma Exchange Procedures,,,,,,,,,,,,,,,,,
Plasma Transfusion,,,,,,,,,,,,,,,,,
Plastic Surgery Consultation,,,,,,,,,,,,,,,,,
Plate and Screw Fixation,,,,,,,,,,,,,,,,,
Platelet Collection,,,,,,,,,,,,,,,,,
Platelet Compatibility Testing,,,,,,,,,,,,,,,,,
Platelet Count Assessment,,,,,,,,,,,,,,,,,
Platelet Count Monitoring,,,,,,,,,,,,,,,,,
Platelet Disorder Management,,,,,,,,,,,,,,,,,
Platelet Function Testing,,,,,,,,,,,,,,,,,
Platelet Immunology,,,,,,,,,,,,,,,,,
Platelet Storage and Handling,,,,,,,,,,,,,,,,,
Platelet Transfusion,,,,,,,,,,,,,,,,,
Platelet Transfusion Administration,,,,,,,,,,,,,,,,,
Platelet Transfusion Refractoriness Investigation,,,,,,,,,,,,,,,,,
Platelet Transfusion Therapy,,,,,,,,,,,,,,,,,
Plateletpheresis,,,,,,,,,,,,,,,,,
Plateletpheresis Plasma Exchange,,,,,,,,,,,,,,,,,
PlateletRich Plasma PRP Therapy,,,,,,,,,,,,,,,,,
PlatinumBased Chemotherapy,,,,,,,,,,,,,,,,,
Play Therapy Techniques,,,,,,,,,,,,,,,,,
Plethysmography,,,,,,,,,,,,,,,,,
Pleural Biopsy,,,,,,,,,,,,,,,,,
Pleural Disease Imaging,,,,,,,,,,,,,,,,,
Pleural Disease Management,,,,,,,,,,,,,,,,,
Pleurodesis Chest Tube management,,,,,,,,,,,,,,,,,
Pleural Effusion Diagnosis,,,,,,,,,,,,,,,,,
Pleural Infection Management,,,,,,,,,,,,,,,,,
Pleural Procedures,,,,,,,,,,,,,,,,,
Pleural Surgery,,,,,,,,,,,,,,,,,
Pleurectomy,,,,,,,,,,,,,,,,,
Pleuritic Pain Management,,,,,,,,,,,,,,,,,
Pleurodesis,,,,,,,,,,,,,,,,,
Pleuroscopy,,,,,,,,,,,,,,,,,
Pneumonectomy,,,,,,,,,,,,,,,,,
Pneumonia Treatment,,,,,,,,,,,,,,,,,
POCT Device Troubleshooting,,,,,,,,,,,,,,,,,
Point of Care Coagulation Testing,,,,,,,,,,,,,,,,,
Point of Care Hemostasis Testing,,,,,,,,,,,,,,,,,
Point of Care Testing,,,,,,,,,,,,,,,,,
Point of Care Testing Interpretation,,,,,,,,,,,,,,,,,
Point of Care Testing POCT Implementation,,,,,,,,,,,,,,,,,
Point of Care Ultrasound POCUS,,,,,,,,,,,,,,,,,
Point of Care Ultrasound POCUS for Anesthesia,,,,,,,,,,,,,,,,,
Point of Care Ultrasound POCUS in Critical Care,,,,,,,,,,,,,,,,,
Poison Management,,,,,,,,,,,,,,,,,
Poisoning and Overdose Management,,,,,,,,,,,,,,,,,
Poisoning Diagnosis,,,,,,,,,,,,,,,,,
Policy Advocacy,,,,,,,,,,,,,,,,,
Policy Development,,,,,,,,,,,,,,,,,
Policy Development and Compliance,,,,,,,,,,,,,,,,,
Policy Development for Blood Safety,,,,,,,,,,,,,,,,,
Policy Development in Genetics,,,,,,,,,,,,,,,,,
Policy Enforcement,,,,,,,,,,,,,,,,,
Policy Formulation,,,,,,,,,,,,,,,,,
Policy Implementation,,,,,,,,,,,,,,,,,
Policy Research and Analysis,,,,,,,,,,,,,,,,,
Policy Writing,,,,,,,,,,,,,,,,,
Polycystic Kidney Disease Management,,,,,,,,,,,,,,,,,
Polycystic Ovary Syndrome PCOS Management,,,,,,,,,,,,,,,,,
Polycythemia Management,,,,,,,,,,,,,,,,,
Polymerase Chain Reaction PCR,,,,,,,,,,,,,,,,,
Polymorphous Light Eruption Solar Urticaria,,,,,,,,,,,,,,,,,
Polyp Assessment,,,,,,,,,,,,,,,,,
Polyp Removal,,,,,,,,,,,,,,,,,
Polypectomy,,,,,,,,,,,,,,,,,
Polypectomy Techniques,,,,,,,,,,,,,,,,,
Polypharmacy Management,,,,,,,,,,,,,,,,,
Polypharmacy Review,,,,,,,,,,,,,,,,,
Polysomnography Interpretation,,,,,,,,,,,,,,,,,
Polysomnography Sleep Studies,,,,,,,,,,,,,,,,,
Polytrauma Imaging Interpretation,,,,,,,,,,,,,,,,,
Population Genetics,,,,,,,,,,,,,,,,,
Population Genomics,,,,,,,,,,,,,,,,,
Population Health Assessment,,,,,,,,,,,,,,,,,
Population Health Management,,,,,,,,,,,,,,,,,
Population Health Research,,,,,,,,,,,,,,,,,
Population Stratification Analysis,,,,,,,,,,,,,,,,,
Population Structure Analysis,,,,,,,,,,,,,,,,,
Population Viability Analysis,,,,,,,,,,,,,,,,,
Port Placement and Management,,,,,,,,,,,,,,,,,
Portal Hypertension Management,,,,,,,,,,,,,,,,,
Portal Vein Embolization,,,,,,,,,,,,,,,,,
Portal Vein Resection and Reconstruction,,,,,,,,,,,,,,,,,
Positive Airway Pressure PAP Therapy Management,,,,,,,,,,,,,,,,,
Positron Emission Tomography PET Scans,,,,,,,,,,,,,,,,,
Post Ablation Care,,,,,,,,,,,,,,,,,
Post Anesthesia Care and Recovery,,,,,,,,,,,,,,,,,
Post Bariatric Surgery Contouring,,,,,,,,,,,,,,,,,
Post ECMO Care,,,,,,,,,,,,,,,,,
Post Exposure Prophylaxis,,,,,,,,,,,,,,,,,
Post Exposure Prophylaxis PEP Administration,,,,,,,,,,,,,,,,,
Post infection Neurological Rehabilitation,,,,,,,,,,,,,,,,,
Post Market Surveillance,,,,,,,,,,,,,,,,,
